kb_id,chunk_type,title,base_food_name,aliases,category,meal_time,diet_tags,health_tags,budget_myr_per_serving,calories,carbohydrates_g,protein_g,fat_g,fibre_g,sugar_g,sodium_mg,potassium_mg,phosphorus_mg_estimated,iron_mg_estimated,glycemic_index,halal,vegan,lactose_free,soy_free,nut_free,coconut_free,shellfish_free,recommendation,avoid_reason,modifications,cheaper_alternatives,meal_plan_notes,rag_text,source,confidence
kb_04002,condition_food_rule,Fat Loss - Roti Telur,Roti Telur,,Bread,,fat_loss,"fat_loss, high sodium, moderate potassium, moderate phosphorus, limit portion, low purine choice",2.2,420.0,42.0,14.0,22.0,2.0,2.0,620.0,190.0,182.0,1.0,69.0,yes,no,yes,yes,yes,yes,yes,"For fat loss, Roti Telur provides about 420.0 kcal. Prefer high protein, high fibre and lower-oil versions; avoid oversi",,"For fat loss, Roti Telur provides about 420.0 kcal. Prefer high protein, high fibre and lower-oil versions; avoid oversized rice/noodle portions and sugary drinks.",,,"Condition rule: fat loss and Roti Telur. For fat loss, Roti Telur provides about 420.0 kcal. Prefer high protein, high fibre and lower-oil versions; avoid oversized rice/noodle portions and sugary drinks. Use this row when the query mentions fat loss, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_04003,condition_food_rule,Vegan Keto - Roti Telur,Roti Telur,,Bread,,vegan_keto,"vegan_keto, high sodium, moderate potassium, moderate phosphorus, limit portion, low purine choice",2.2,420.0,42.0,14.0,22.0,2.0,2.0,620.0,190.0,182.0,1.0,69.0,yes,no,yes,yes,yes,yes,yes,"For vegan keto, Roti Telur has 42.0 g carbs and 14.0 g protein. It is not vegan and too high in carbs for strict keto; s",,"For vegan keto, Roti Telur has 42.0 g carbs and 14.0 g protein. It is not vegan and too high in carbs for strict keto; soy/nut/coconut restrictions make high-protein vegan keto very difficult.",,,"Condition rule: vegan keto and Roti Telur. For vegan keto, Roti Telur has 42.0 g carbs and 14.0 g protein. It is not vegan and too high in carbs for strict keto; soy/nut/coconut restrictions make high-protein vegan keto very difficult. Use this row when the query mentions vegan keto, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_04004,condition_food_rule,Hypertension - Roti Bawang,Roti Bawang,,Bread,,hypertension,"hypertension, high sodium, low potassium, low phosphorus, limit portion, low purine choice",2.2,360.0,40.0,8.0,17.0,2.0,3.0,580.0,150.0,104.0,0.7,70.0,yes,yes,yes,yes,yes,yes,yes,"For hypertension, Roti Bawang is limit or modify because sodium is about 580 mg per serving. Choose less sauce/gravy, no",,"For hypertension, Roti Bawang is limit or modify because sodium is about 580 mg per serving. Choose less sauce/gravy, no extra kicap/sambal, and prefer boiled, steamed or grilled versions.",,,"Condition rule: hypertension and Roti Bawang. For hypertension, Roti Bawang is limit or modify because sodium is about 580 mg per serving. Choose less sauce/gravy, no extra kicap/sambal, and prefer boiled, steamed or grilled versions. Use this row when the query mentions hypertension, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_04005,condition_food_rule,Diabetes - Roti Bawang,Roti Bawang,,Bread,,diabetes,"diabetes, high sodium, low potassium, low phosphorus, limit portion, low purine choice",2.2,360.0,40.0,8.0,17.0,2.0,3.0,580.0,150.0,104.0,0.7,70.0,yes,yes,yes,yes,yes,yes,yes,"For diabetes, Roti Bawang is limit portion because carbohydrate is about 40.0 g and GI is 70.0. Keep carbohydrate portio",,"For diabetes, Roti Bawang is limit portion because carbohydrate is about 40.0 g and GI is 70.0. Keep carbohydrate portions controlled, pair with vegetables and protein, and avoid sweet drinks.",,,"Condition rule: diabetes and Roti Bawang. For diabetes, Roti Bawang is limit portion because carbohydrate is about 40.0 g and GI is 70.0. Keep carbohydrate portions controlled, pair with vegetables and protein, and avoid sweet drinks. Use this row when the query mentions diabetes, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_04006,condition_food_rule,Ckd - Roti Bawang,Roti Bawang,,Bread,,ckd,"ckd, high sodium, low potassium, low phosphorus, limit portion, low purine choice",2.2,360.0,40.0,8.0,17.0,2.0,3.0,580.0,150.0,104.0,0.7,70.0,yes,yes,yes,yes,yes,yes,yes,"For chronic kidney disease, Roti Bawang is limit for CKD unless clinician approves. Estimated sodium 580 mg, potassium 1",,"For chronic kidney disease, Roti Bawang is limit for CKD unless clinician approves. Estimated sodium 580 mg, potassium 150 mg and phosphorus 104 mg. CKD limits depend on blood tests, so use this only as a screening rule and confirm with a renal dietitian.",,,"Condition rule: ckd and Roti Bawang. For chronic kidney disease, Roti Bawang is limit for CKD unless clinician approves. Estimated sodium 580 mg, potassium 150 mg and phosphorus 104 mg. CKD limits depend on blood tests, so use this only as a screening rule and confirm with a renal dietitian. Use this row when the query mentions ckd, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_04007,condition_food_rule,Gout - Roti Bawang,Roti Bawang,,Bread,,gout,"gout, high sodium, low potassium, low phosphorus, limit portion, low purine choice",2.2,360.0,40.0,8.0,17.0,2.0,3.0,580.0,150.0,104.0,0.7,70.0,yes,yes,yes,yes,yes,yes,yes,"For gout, Roti Bawang is a low purine choice. Reduce high-purine seafood, anchovies, sardines, organ meat and large port",,"For gout, Roti Bawang is a low purine choice. Reduce high-purine seafood, anchovies, sardines, organ meat and large portions of red meat. Drink water and avoid sugary drinks.",,,"Condition rule: gout and Roti Bawang. For gout, Roti Bawang is a low purine choice. Reduce high-purine seafood, anchovies, sardines, organ meat and large portions of red meat. Drink water and avoid sugary drinks. Use this row when the query mentions gout, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_04008,condition_food_rule,Iron Deficiency - Roti Bawang,Roti Bawang,,Bread,,iron_deficiency,"iron_deficiency, high sodium, low potassium, low phosphorus, limit portion, low purine choice",2.2,360.0,40.0,8.0,17.0,2.0,3.0,580.0,150.0,104.0,0.7,70.0,yes,yes,yes,yes,yes,yes,yes,"For iron deficiency, Roti Bawang is not a main iron source with estimated iron about 0.7 mg. Pair plant iron foods with ",,"For iron deficiency, Roti Bawang is not a main iron source with estimated iron about 0.7 mg. Pair plant iron foods with vitamin C fruit like guava or orange; avoid tea/coffee directly with iron-rich meals.",,,"Condition rule: iron deficiency and Roti Bawang. For iron deficiency, Roti Bawang is not a main iron source with estimated iron about 0.7 mg. Pair plant iron foods with vitamin C fruit like guava or orange; avoid tea/coffee directly with iron-rich meals. Use this row when the query mentions iron deficiency, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_04009,condition_food_rule,Lactose Intolerance - Roti Bawang,Roti Bawang,,Bread,,lactose_intolerance,"lactose_intolerance, high sodium, low potassium, low phosphorus, limit portion, low purine choice",2.2,360.0,40.0,8.0,17.0,2.0,3.0,580.0,150.0,104.0,0.7,70.0,yes,yes,yes,yes,yes,yes,yes,"For lactose intolerance, Roti Bawang is usually suitable; avoid milk, condensed milk, dairy desserts and teh tarik unles",,"For lactose intolerance, Roti Bawang is usually suitable; avoid milk, condensed milk, dairy desserts and teh tarik unless using lactose-free alternatives.",,,"Condition rule: lactose intolerance and Roti Bawang. For lactose intolerance, Roti Bawang is usually suitable; avoid milk, condensed milk, dairy desserts and teh tarik unless using lactose-free alternatives. Use this row when the query mentions lactose intolerance, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_04010,condition_food_rule,Muscle Gain - Roti Bawang,Roti Bawang,,Bread,,muscle_gain,"muscle_gain, high sodium, low potassium, low phosphorus, limit portion, low purine choice",2.2,360.0,40.0,8.0,17.0,2.0,3.0,580.0,150.0,104.0,0.7,70.0,yes,yes,yes,yes,yes,yes,yes,"For muscle gain, Roti Bawang has 8.0 g protein and about 360.0 kcal. Use higher-protein options across breakfast, lunch,",,"For muscle gain, Roti Bawang has 8.0 g protein and about 360.0 kcal. Use higher-protein options across breakfast, lunch, dinner and snacks; budget protein choices include eggs, chicken, tuna, tofu/tempeh if allowed, and legumes if tolerated.",,,"Condition rule: muscle gain and Roti Bawang. For muscle gain, Roti Bawang has 8.0 g protein and about 360.0 kcal. Use higher-protein options across breakfast, lunch, dinner and snacks; budget protein choices include eggs, chicken, tuna, tofu/tempeh if allowed, and legumes if tolerated. Use this row when the query mentions muscle gain, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_04011,condition_food_rule,Fat Loss - Roti Bawang,Roti Bawang,,Bread,,fat_loss,"fat_loss, high sodium, low potassium, low phosphorus, limit portion, low purine choice",2.2,360.0,40.0,8.0,17.0,2.0,3.0,580.0,150.0,104.0,0.7,70.0,yes,yes,yes,yes,yes,yes,yes,"For fat loss, Roti Bawang provides about 360.0 kcal. Prefer high protein, high fibre and lower-oil versions; avoid overs",,"For fat loss, Roti Bawang provides about 360.0 kcal. Prefer high protein, high fibre and lower-oil versions; avoid oversized rice/noodle portions and sugary drinks.",,,"Condition rule: fat loss and Roti Bawang. For fat loss, Roti Bawang provides about 360.0 kcal. Prefer high protein, high fibre and lower-oil versions; avoid oversized rice/noodle portions and sugary drinks. Use this row when the query mentions fat loss, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
